1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
,1052367.843,932321.534,1094478.448,1063366.436,1246585.456,1292220.972,1216653.874,1131092.278,868014.373,1189180.602,1199453.124,1171884.81,907249.72,996571.315,1140144.731,1162015.924,953183.271,1203803.151,1195910.475,1192251.218,1532235.851,1364975.11,1152550.849,947649.62,1346266.108,960751.541,1241103.722,1152487.183,1192265.744,1160951.157,972197.525,1096053.787,1268831.415,1241799.365,1394620.764,1451712.816,1227753.552,1279235.827,1177109.553,1139375.491,1151176.176,1032684.302,1204593.153,1249263.495,997639.531,1025890.531,1236758.653,
,1074460.269,922208.912,1091352.185,1058615.862,1252222.183,1294461.252,1237649.345,1124144.345,888629.963,1171188.69,1204064.28,1172777.83,927999.702,971381.754,1142370.224,1182169.161,963974.35,1203877.68,1218169.637,1183375.951,1522138.63,1343395.023,1155172.798,947288.257,1337278.88,962263.202,1234699.185,1183736.668,1177951.234,1152221.458,981062.751,1112482.051,1267256.839,1278299.455,1406469.278,1423221.442,1203740.024,1311921.971,1187269.979,1136196.912,1140860.925,1042841.495,1207523.774,1219186.869,1005651.704,1062011.311,1224432.552,
,1087049.317,946746.843,1098186.62,1100640.644,1269024.708,1290006.239,1242048.974,1109433.415,895449.157,1152321.317,1203502.122,1186305.736,955178.623,936392.618,1150932.618,1203209.603,982109.46,1193029.682,1226888.398,1172671.154,1507150.588,1325868.069,1149547.958,947559.069,1316036.534,963401.982,1220766.822,1224327.188,1170354.017,1141590.651,986492.09,1114754.121,1270386.178,1321437.283,1404238.608,1385313.273,1182814.68,1347012.668,1204501.425,1137623.577,1141929.767,1053473.001,1201675.81,1193806.744,1006410.98,1094296.359,1206129.729,
,1089993.088,959728.188,1083342.124,1129694.515,1288351.413,1304709.903,1231163.967,1103729.056,916567.912,1134553.328,1190702.171,1205618.869,983072.356,906704.635,1153311.494,1212119.556,1012763.604,1173891.681,1229474.433,1172477.106,1486982.623,1303202.909,1146435.12,950549.303,1289544.856,972951.437,1217157.779,1275652.244,1160722.906,1139433.542,994020.595,1113781.078,1280355.804,1353633.328,1386070.774,1349884.437,1172437.585,1370137.061,1211564.565,1142078.084,1147345.863,1069846.521,1193342.628,1174331.577,1008791.02,1101649.451,1177305.916,
,1083596.321,975880.903,1069376.394,1163684.143,1295250.229,1316529.521,1228039.672,1101284.408,928895.962,1136262.569,1178431.965,1227086.106,1003215.412,897808.693,1162672.021,1215648.293,1051639.953,1149206.882,1223501.386,1180503.72,1464439.742,1278835.38,1137819.826,948411.31,1262487.029,975981.748,1230728.675,1316606.098,1140218.817,1152159.727,980193.974,1107761.662,1287439.187,1377441.4,1357460.829,1323278.044,1158885.327,1384411.995,1210574.612,1158104.92,1167779.612,1077199.421,1184160.051,1160483.451,1010762.951,1090125.505,1142663.298,
,1091515.1,1002004.517,1059662.211,1208176.803,1296542.467,1310109.912,1236319.656,1098011.436,931319.803,1139249.229,1165011.267,1236547.186,1013430.613,900644.167,1178874.169,1211681.55,1093244.453,1125177.757,1216417.252,1199833.681,1446060.255,1254630.459,1111036.706,940900.561,1247085.62,979628.54,1252546.917,1337045.162,1111296.446,1172986.907,963542.341,1084952.618,1307533.252,1397361.473,1338230.276,1318316.186,1145506.102,1380853.794,1208344.972,1177022.559,1190257.777,1085501.24,1185275.652,1147984.539,1006545.54,1064070.36,1119316.78,
,1080673.158,1004292.984,1046943.487,1206998.587,1313065.883,1315693.962,1218812.719,1091892.915,931905.568,1144561.554,1159686.463,1228235.218,1016212.283,908427.003,1188525.428,1203017.904,1127741.185,1102820.385,1210791.471,1236453.144,1427187.464,1236688.699,1085689.247,924765.863,1255620.53,997094.926,1282094.364,1342117.635,1099785.109,1203325.701,953555.14,1065604.817,1327005.467,1406096.439,1332451.626,1315023.619,1137002.239,1367133.569,1196956.364,1184306.133,1212755.085,1100055.566,1187548.601,1136755.371,1001975.571,1032508.638,1102900.384,
,1064896.031,1008528.123,1030663.082,1218152.776,1307149.008,1288442.297,1202794.963,1139598.378,943314.579,1146284.81,1156142.221,1208631.963,1023069.948,929098.438,1192436.409,1194819.205,1158969.079,1090929.521,1210816.29,1288981.413,1419709.021,1223630.736,1077634.742,913240.91,1269457.452,1017953.732,1321396.92,1341834.216,1088431.968,1234119.094,936143.64,1060645.921,1343063.866,1401014.051,1340410.505,1321428.684,1114810.406,1355223.91,1183562.359,1187141.878,1228384.046,1103464.799,1207343.119,1118990.815,994469.669,1003813.253,1080499.843,
,1050140.534,989907.77,1019168.057,1207472.814,1297221.1,1265604.831,1183482.68,1163237.398,944655.225,1147124.058,1158565.387,1180947.723,1032532.415,956537.769,1192172.839,1197645.331,1183009.248,1087300.103,1207651.907,1342980.757,1417068.016,1206116.902,1079568.167,900028.7,1281879.996,1033262.284,1358744.938,1328683.889,1091000.49,1249868.133,928975.562,1058951.573,1356276.838,1396990.586,1358334.628,1329891.835,1096050.876,1340084.201,1182411.338,1185494.709,1235147.975,1095223.448,1227426.602,1112122.314,986134.614,983806.118,1059921.942,
,1039809.407,980768.489,1010989.962,1195377.521,1297721.885,1230337.773,1164328.478,1196783.963,940206.807,1134589.693,1152466.826,1151040.411,1051447.931,986602.962,1181998.5,1206085.491,1196680.437,1098772.283,1207618.167,1387937.877,1423559.097,1186264.641,1080481.102,890003.56,1303376.909,1045128.137,1381533.934,1306293.214,1095416.232,1247155.851,942374.774,1055123.482,1370347.672,1395388.727,1373330.61,1334737.648,1084377.048,1318057.452,1188722.871,1166939.558,1234500.225,1081321.145,1252785.148,1107754.48,987221.432,969413.112,1038081.183,
,1035472.842,961880.887,996368.021,1192173.339,1297019.355,1196871.311,1144743.846,1249443.198,955487.971,1119059.524,1137750.952,1127211.319,1075883.961,1014662.151,1168165.198,1209035.037,1206505.108,1121652.629,1211698.093,1417615.056,1432791.52,1165601.15,1084857.788,884042.798,1327620.674,1054963.529,1400166.566,1283329.65,1094077.808,1234682.23,959665.942,1064270.439,1372701.579,1400160.141,1379542.106,1335155.753,1080641.846,1304026.677,1204528.683,1142560.201,1241714.431,1074520.578,1279404.273,1121549.952,996723.205,957640.795,1019071.41,
,1023714.626,938386.372,1009217.713,1185938.931,1323350.808,1194089.857,1125216.346,1244515.583,966693.408,1115245.604,1122202.998,1116114.629,1108471.875,1043240.674,1160762.604,1216165.379,1210578.116,1147606.254,1220066.535,1432617.709,1437463.176,1141903.892,1080858.41,883700.852,1335266.213,1054527.605,1412332.604,1257321.23,1075242.874,1218793.85,971103.171,1072269.436,1375495.309,1409846.387,1381406.846,1349504.681,1084857.22,1300083.476,1233308.646,1125121.62,1251916.932,1066843.825,1299196.084,1144835.347,1012079.659,954195.593,1001732.155,
,1049016.999,911745.703,1014775.434,1179535.359,1337368.584,1174165.301,1117501.271,1249268.722,969704.364,1110491.488,1108139.863,1104673.216,1140130.976,1073534.976,1156292.524,1233991.777,1210886.78,1160127.264,1230433.261,1422318.301,1437675.334,1123219.256,1071148.579,886925.446,1336676.422,1047193.926,1413658.048,1230288.775,1053167.517,1203639.568,985822.905,1082055.291,1374257.419,1413076.379,1370520.411,1365052.171,1097868.248,1294802.707,1256018.178,1105973.69,1256622.832,1072989.339,1309798.301,1172701.102,1029333.805,943774.205,998979.137,
,1063210.728,891285.023,1044583.17,1176246.594,1364702.477,1198142.539,1103822.849,1245815.312,980888.287,1109143.29,1097849.969,1108389.058,1161700.836,1098478.994,1154596.71,1247705.082,1201692.164,1168394.671,1240102.861,1396507.611,1440762.941,1119477.469,1058250.477,897927.889,1338389.071,1045420.238,1415521.677,1213517.673,1024366.824,1197527.125,999363.139,1089313.0,1361147.357,1409756.203,1352050.598,1381634.893,1108996.946,1301535.543,1275978.908,1089374.232,1255628.922,1090023.966,1327705.3,1188550.076,1048474.299,933963.051,1002816.058,
,1071040.146,905017.511,1069557.868,1193370.566,1397691.988,1217311.98,1139232.084,1236784.422,965383.968,1119898.738,1086556.942,1127876.364,1178457.384,1111611.96,1163155.691,1269771.091,1185726.015,1173864.054,1249956.522,1369623.338,1446300.523,1125654.946,1055114.651,915477.758,1333737.657,1057908.36,1413769.567,1213206.092,1001186.393,1204880.628,1013374.223,1100348.231,1340956.329,1402426.001,1344271.912,1407455.521,1131219.398,1316176.022,1302651.165,1078960.447,1257943.691,1116777.637,1359728.561,1188451.791,1064838.614,921711.397,1014471.606,
,1093160.362,895473.425,1096408.466,1197173.363,1368196.932,1271566.653,1156060.836,1251525.308,955050.802,1149945.281,1074419.626,1161122.39,1191578.685,1119974.022,1185926.7,1300693.323,1170242.148,1176075.603,1269882.225,1345333.757,1449082.726,1145259.494,1060136.943,943801.923,1315540.153,1068258.806,1406888.759,1226391.099,1002696.857,1219396.393,1024553.232,1101709.6,1324366.394,1394526.381,1357259.283,1424856.997,1154661.211,1343565.189,1331064.714,1068248.249,1247902.075,1141503.764,1397241.815,1174440.876,1068471.714,906651.588,1026623.662,
,1091616.997,906748.001,1127154.15,1216116.18,1364288.54,1313086.506,1197270.747,1259957.786,957273.873,1184825.462,1061721.337,1190454.23,1199934.591,1142314.26,1219415.595,1323611.665,1156339.066,1176076.474,1303524.216,1325720.349,1460406.154,1178654.997,1067959.491,977289.987,1295664.155,1081186.366,1412063.287,1241009.892,1023250.138,1223646.854,1043987.164,1093193.933,1307776.597,1384767.009,1370633.738,1431576.733,1176277.334,1373681.656,1348623.921,1048626.468,1227276.555,1169581.468,1440793.434,1145566.474,1066963.237,889829.891,1044671.566,
,1087614.624,930889.819,1142169.854,1240810.163,1368464.678,1350444.879,1244870.56,1272896.633,948047.671,1222688.345,1050106.774,1215137.546,1200529.088,1170720.44,1253402.166,1324487.394,1143079.704,1188472.885,1344707.395,1332267.205,1487361.136,1207329.02,1082404.047,1007483.776,1286202.216,1098288.338,1426585.168,1252674.213,1056484.514,1223135.613,1069691.814,1076087.583,1294627.705,1390143.224,1397532.504,1428624.252,1201115.891,1407786.707,1370546.158,1026557.193,1212680.663,1192349.783,1483024.34,1113127.006,1080199.916,882602.755,1053843.361,
,1106084.857,940554.988,1161155.46,1228700.936,1343011.886,1402618.812,1250522.317,1289890.703,950114.021,1257849.909,1039206.363,1228605.331,1208900.057,1215395.109,1289028.963,1313520.48,1140168.957,1205102.979,1390513.302,1359941.388,1513385.032,1228436.565,1102044.879,1035147.526,1281012.804,1118661.535,1441028.154,1254379.225,1099531.411,1214617.489,1092654.176,1057377.294,1307347.717,1397937.243,1435036.295,1420358.134,1224153.374,1440161.437,1397591.824,1008619.959,1207069.976,1211836.144,1504795.17,1085187.523,1099851.734,885823.506,1053126.189,
,1115777.795,944591.238,1143019.655,1229242.149,1381191.891,1421550.376,1270758.199,1307632.399,957983.367,1283940.328,1038157.848,1240730.734,1215265.448,1267024.288,1311552.643,1293629.269,1146896.116,1215506.848,1431300.499,1392376.638,1525341.952,1247884.366,1128136.912,1046377.946,1274890.082,1138136.762,1468045.319,1248001.829,1138177.611,1199215.498,1109989.385,1045485.046,1341617.836,1413460.411,1470183.569,1404785.937,1238378.497,1458813.312,1428934.12,990356.554,1209880.042,1228766.77,1503408.781,1057981.301,1125131.09,901670.063,1060428.83,
,1109441.504,969133.082,1139474.652,1249740.352,1417184.428,1442287.564,1240183.761,1320945.058,997575.255,1299304.742,1050879.354,1235883.856,1224153.996,1319655.324,1311003.963,1261762.481,1148742.568,1219090.581,1441235.0,1437283.094,1539038.893,1261219.79,1161369.285,1044229.261,1269730.556,1172358.51,1502490.556,1226177.526,1165167.427,1187339.884,1123184.575,1045217.703,1384716.274,1424253.105,1495675.688,1391648.065,1245474.841,1470119.805,1456864.129,977691.331,1222216.15,1242365.732,1489362.7,1023779.107,1164832.644,919955.447,1074251.916,
,1119897.122,989051.046,1112666.489,1247609.62,1425205.444,1426601.642,1220430.357,1364590.458,1015502.875,1308767.579,1065498.265,1230133.152,1225866.797,1357656.724,1288708.081,1233641.029,1152483.507,1222160.069,1427336.379,1488421.067,1541948.854,1271892.569,1208681.021,1038008.436,1276488.361,1214249.69,1521624.771,1201639.659,1185531.705,1202626.515,1122441.964,1065908.293,1432645.849,1438430.044,1518155.16,1386140.002,1251265.936,1481993.76,1484787.405,986655.836,1239231.143,1251089.748,1468761.219,998963.412,1201865.59,938720.663,1071192.743,
,1120009.001,976088.242,1082899.103,1249015.934,1449399.689,1427321.65,1211693.305,1397498.524,1073599.572,1320803.353,1077812.321,1238080.188,1222448.51,1380745.556,1262293.299,1201240.012,1169509.032,1214534.586,1396152.297,1528487.647,1523809.026,1285838.517,1243957.041,1037738.488,1273440.043,1248943.796,1528785.577,1178414.618,1197653.234,1235589.666,1112544.625,1094464.255,1490960.799,1443189.209,1512019.168,1387704.112,1258917.151,1485650.368,1505793.35,1001464.088,1249382.835,1253127.198,1451543.88,979876.473,1221618.485,950638.028,1065921.17,
,1108500.84,984189.7,1087107.401,1271282.659,1451735.5,1398368.168,1186627.042,1432366.891,1133275.998,1335675.343,1081159.603,1256724.482,1211388.626,1381508.424,1236907.006,1175103.851,1190834.429,1196492.389,1355775.664,1567522.422,1498089.3,1303728.026,1268849.62,1032232.94,1276255.048,1253661.079,1524828.992,1160155.356,1195752.365,1269607.789,1100312.717,1124183.881,1542105.714,1444885.155,1496355.306,1404087.064,1269829.447,1469118.801,1510470.253,1015105.22,1251484.497,1255666.264,1446281.182,961455.816,1232281.762,950052.837,1066762.1,
,1093868.745,964243.449,1077287.078,1273825.338,1448827.299,1367845.499,1202436.982,1476992.441,1136148.324,1359286.105,1071342.859,1277070.665,1198041.824,1365374.86,1212296.574,1151385.205,1199596.017,1176662.497,1315658.512,1611365.493,1479826.034,1320679.667,1281674.79,1034008.146,1289075.343,1242394.045,1512539.02,1147482.763,1195505.428,1298925.875,1096746.526,1149567.114,1585832.576,1441038.876,1484977.637,1430231.55,1290690.586,1450374.363,1495432.683,1033200.923,1247166.388,1260339.333,1439951.478,958298.399,1247674.307,942101.853,1068509.738,
,1092418.657,937256.789,1064106.279,1265369.628,1435286.938,1377665.656,1214138.03,1492224.627,1165842.971,1387631.468,1049285.238,1306531.642,1182213.061,1351381.077,1194561.685,1138121.687,1200449.769,1156210.137,1285322.696,1626746.05,1457599.181,1330435.699,1287212.286,1040191.348,1316891.493,1219779.38,1494074.171,1142330.695,1189660.533,1320983.133,1109418.84,1160739.015,1618550.595,1437279.85,1469766.934,1455781.938,1305244.966,1421801.955,1462179.661,1050145.133,1246533.321,1253390.853,1422468.973,977355.944,1273190.656,935744.742,1072115.472,
,1068306.036,940359.356,1066634.338,1283161.386,1432306.669,1368883.586,1230148.367,1512396.311,1182165.685,1416713.752,1032891.527,1347391.163,1183979.163,1331218.898,1187182.729,1122205.749,1189751.49,1142600.315,1258174.243,1620436.998,1443081.176,1345093.982,1284941.734,1043123.3,1334608.106,1179873.01,1468476.571,1142798.535,1175202.587,1319398.608,1133656.759,1156324.018,1639562.983,1431761.011,1459294.237,1472473.044,1309486.839,1378639.791,1427152.041,1062425.14,1248730.271,1251759.777,1406303.422,1017418.386,1289179.322,921436.054,1088330.636,
,1042342.674,935457.718,1032576.52,1298827.799,1429951.937,1379301.216,1248112.951,1504197.081,1178352.044,1441726.469,1025701.803,1391877.482,1193719.661,1319858.568,1189212.802,1119492.745,1158384.065,1144160.936,1235954.213,1590748.277,1429809.175,1361353.35,1277306.979,1042967.153,1364104.525,1131753.734,1443664.694,1146709.425,1144828.271,1303770.683,1159650.965,1152189.269,1636553.345,1431749.359,1476668.264,1490382.787,1302512.211,1339939.647,1401688.801,1078070.35,1253594.841,1244127.362,1386752.229,1065874.685,1302784.669,909907.797,1110860.829,
,1035662.089,977945.918,1001102.782,1335643.476,1416724.345,1398721.223,1252614.423,1505243.809,1219058.463,1457897.886,1029321.131,1420377.357,1209599.327,1319127.735,1202059.262,1118915.018,1114496.91,1165085.498,1218871.52,1540527.127,1428002.962,1387093.466,1270323.27,1041066.337,1384297.067,1102214.029,1430645.301,1154549.093,1108000.646,1290061.947,1189721.282,1155243.199,1609945.766,1434808.51,1507094.566,1514998.112,1283167.112,1316242.813,1389540.169,1097320.374,1255182.101,1236407.832,1363103.43,1120508.538,1311138.031,913917.419,1130125.721,
,1021190.856,1004743.404,1008795.736,1364009.867,1446260.688,1398486.336,1261893.205,1493922.633,1257641.206,1461264.697,1045121.221,1433670.355,1224938.733,1326635.237,1230830.918,1124445.276,1081613.147,1199411.21,1209372.968,1476313.533,1441767.688,1417408.104,1264240.559,1042118.534,1393683.175,1082704.93,1427974.744,1165490.742,1072222.22,1275945.457,1220420.115,1159628.19,1567363.943,1431175.832,1532043.735,1534191.689,1255911.585,1296591.286,1382736.803,1123010.612,1245754.58,1229670.343,1334644.59,1166157.703,1305095.154,928256.541,1132413.168,
,1007215.295,1047440.587,994321.263,1413668.694,1465287.924,1399076.519,1263369.195,1479539.451,1299944.56,1457348.442,1061814.56,1445538.709,1246204.156,1326669.77,1266539.313,1130620.168,1064272.339,1225619.143,1198219.539,1416878.943,1459884.673,1444174.871,1253348.666,1043637.092,1394091.426,1064656.134,1430675.677,1183510.368,1051735.191,1255928.882,1239370.189,1177421.108,1518105.354,1427827.356,1547275.31,1557219.582,1234948.083,1284765.196,1384402.639,1160351.617,1234514.635,1232865.856,1318440.975,1196649.864,1280746.759,951179.964,1121264.679,
,1000782.546,1097878.635,1019347.128,1461130.589,1483576.027,1388895.295,1263969.271,1454051.962,1342511.283,1458040.105,1069992.615,1462231.218,1268393.635,1328572.863,1298583.309,1139885.49,1053440.58,1241075.741,1181970.404,1369191.199,1478779.915,1456825.744,1231697.783,1053727.961,1405923.451,1054937.559,1442618.086,1199582.543,1043545.441,1235842.884,1254716.648,1195413.162,1474924.271,1421411.078,1552052.142,1583324.569,1219910.902,1287693.683,1386819.701,1202059.538,1224577.825,1241248.255,1309122.953,1206307.27,1256503.837,983851.437,1102191.974,
,993387.449,1105567.334,1046790.249,1494551.616,1512742.804,1383274.704,1260525.052,1437178.632,1355024.377,1454199.717,1083136.769,1469588.477,1290387.461,1330322.178,1318849.533,1148195.038,1056653.853,1247041.168,1167763.233,1332817.415,1494065.373,1465347.226,1211207.642,1059638.127,1424216.315,1055026.363,1449668.284,1220101.196,1062004.226,1214999.78,1266067.383,1208967.802,1447145.615,1413461.448,1536272.377,1596982.047,1219752.858,1299086.665,1389207.03,1237277.071,1220850.136,1272607.23,1303300.151,1205605.26,1229550.922,1009764.482,1073799.162,
,978930.714,1126889.842,1045972.66,1537190.008,1535753.827,1359593.553,1259978.893,1425902.454,1382300.915,1446046.94,1084867.893,1474253.609,1305662.931,1330991.787,1326983.723,1159854.832,1079545.477,1245392.632,1159790.771,1312505.244,1499546.301,1461149.835,1192755.614,1071834.457,1450649.922,1059774.613,1454641.309,1240447.422,1097683.359,1200440.035,1265796.042,1212546.506,1433445.348,1403021.828,1506661.347,1587471.451,1227197.103,1316249.448,1379715.792,1263511.368,1222982.384,1307783.854,1306417.271,1198407.824,1206330.558,1021338.134,1047225.493,
,959824.631,1125214.254,1056868.168,1565825.221,1550964.052,1340382.049,1267485.441,1403213.54,1383343.418,1445042.578,1071633.395,1476871.44,1323363.005,1331951.846,1329091.647,1169850.936,1103479.682,1233169.111,1152060.795,1303511.073,1491373.05,1457203.174,1176598.078,1083686.244,1471502.516,1068680.144,1452764.401,1257724.021,1140444.614,1203618.53,1245850.42,1220126.33,1421150.809,1396782.89,1481887.646,1570091.854,1233314.6,1343717.4,1374938.839,1272334.512,1237703.094,1346825.746,1318913.85,1200743.344,1189914.76,1026199.474,1023568.193,
,950104.86,1121403.905,1033625.884,1592244.658,1559247.618,1334593.072,1268067.574,1371866.799,1382739.493,1440592.621,1050952.592,1474602.294,1329650.081,1332169.388,1321078.953,1180671.478,1123180.281,1229709.781,1165066.15,1315117.682,1475061.345,1479005.294,1168741.295,1102299.52,1479907.145,1079945.21,1441623.89,1267702.728,1185212.118,1216053.805,1219725.803,1225090.449,1423197.514,1394923.011,1467637.595,1547008.105,1240302.635,1365739.603,1385416.647,1270802.839,1249139.412,1381448.57,1328195.154,1214179.979,1178621.923,1029402.513,995062.756,
,940618.487,1149447.881,1015739.397,1635259.832,1578795.31,1317623.184,1282767.416,1356261.707,1353091.788,1418651.683,1032387.455,1452215.07,1331014.881,1336223.578,1312943.838,1203959.21,1140918.343,1230029.459,1199674.929,1340969.826,1451722.087,1517056.793,1179288.362,1106430.82,1468407.939,1095668.252,1422167.49,1272188.358,1219314.782,1228571.921,1185124.36,1235290.56,1433927.01,1392504.422,1461636.505,1525092.093,1235935.37,1386569.586,1400911.302,1267789.137,1264346.454,1399929.349,1330325.074,1234763.761,1167717.449,1037690.228,975388.271,
,921629.103,1163699.455,1001926.63,1672192.913,1571804.064,1312318.435,1297332.818,1338765.623,1339612.401,1394978.831,1006147.683,1423077.745,1337342.502,1331217.162,1304833.887,1237948.489,1147277.677,1238473.722,1255321.053,1374992.314,1434430.511,1565006.635,1203600.366,1103359.673,1446917.43,1111840.092,1417008.479,1270766.944,1231861.667,1233527.181,1157308.219,1251866.75,1447649.479,1390075.241,1474505.533,1515345.966,1218732.947,1397827.458,1424176.988,1277977.319,1281357.136,1397145.842,1333061.076,1252229.086,1161954.947,1049536.549,975884.279,
,929856.928,1191114.579,980721.204,1698569.956,1566818.16,1312362.027,1307199.745,1306473.386,1336844.062,1377772.374,999663.212,1400052.719,1352615.989,1321789.897,1299932.836,1287508.785,1139325.38,1244000.291,1326775.061,1399251.978,1425057.995,1602928.577,1219777.055,1089886.811,1400400.525,1122258.488,1405833.422,1260016.712,1233089.602,1227486.776,1147813.772,1270842.468,1449763.578,1389755.064,1506407.584,1519535.758,1203248.124,1399554.656,1470517.281,1302121.03,1297142.347,1384352.163,1335197.783,1271691.207,1154469.292,1068486.778,993816.876,
,933979.16,1225740.329,1007959.126,1736307.111,1572151.63,1303097.93,1319550.35,1302607.212,1312551.881,1362176.585,994293.799,1377954.857,1370594.421,1314640.835,1295737.651,1344430.51,1139833.596,1258650.745,1407390.662,1420738.426,1413840.345,1635835.356,1237920.945,1067374.732,1361677.141,1137062.611,1393276.32,1244566.61,1222780.906,1203114.579,1147856.93,1277091.76,1441676.012,1381930.424,1541329.992,1533488.969,1193775.323,1407077.868,1521748.254,1339808.709,1306434.774,1357682.882,1330268.665,1287918.551,1135493.31,1087487.129,1009165.364,
,972649.229,1224044.22,1018368.031,1732551.861,1570320.07,1293139.337,1355087.971,1299324.159,1313966.703,1349879.294,992765.208,1357608.734,1386909.198,1316382.691,1303406.528,1400689.263,1158342.48,1277393.84,1473734.176,1428377.709,1413149.007,1646780.782,1254242.983,1038844.111,1340059.692,1152763.335,1389051.699,1236412.66,1205518.547,1172279.325,1145458.233,1270355.622,1413951.102,1368827.437,1572183.973,1553138.931,1191153.059,1436819.43,1564553.426,1373159.06,1312412.937,1328726.767,1320144.574,1296233.221,1110371.366,1099173.887,1031339.869,
,998150.973,1233298.413,1035370.175,1738182.702,1595895.596,1287124.906,1376548.406,1270687.563,1324051.865,1342397.213,988930.213,1347571.449,1386080.413,1316591.971,1308903.985,1444180.835,1193612.731,1298291.689,1527338.433,1418886.857,1419278.745,1626976.595,1251646.209,1022606.972,1333825.989,1156030.989,1402488.456,1241499.682,1204840.115,1144973.481,1154645.274,1260606.206,1370800.993,1360354.266,1600643.978,1578214.458,1193825.457,1465684.569,1598934.613,1393485.753,1308168.37,1299086.275,1320497.986,1306117.754,1094180.833,1092764.706,1060260.118,
,1063136.297,1241998.624,1065904.716,1728753.161,1614932.607,1279832.891,1393970.835,1254144.616,1322216.662,1343838.729,989165.877,1348764.137,1378651.704,1317903.356,1317549.112,1467493.59,1234703.037,1316293.634,1556379.855,1399769.09,1432478.374,1584198.839,1244687.579,1026401.079,1329530.798,1152875.132,1415688.34,1251471.005,1216756.117,1127644.194,1173817.361,1245064.888,1316239.625,1354691.017,1610119.546,1613941.122,1199941.137,1487477.327,1617080.998,1399713.01,1299134.324,1283768.454,1326653.552,1312899.196,1076624.838,1088717.742,1084187.181,
,1121548.155,1240025.522,1075906.877,1717467.719,1666059.838,1274431.94,1427489.452,1214495.611,1317671.301,1354678.571,990559.787,1354309.077,1364258.187,1319746.418,1331945.314,1481887.083,1281679.389,1328700.31,1559782.631,1372879.61,1445412.552,1546210.451,1249707.428,1048524.043,1347637.133,1153514.537,1442867.676,1271056.661,1225415.437,1112491.974,1180815.795,1222156.473,1277591.476,1348108.955,1594737.891,1643488.074,1210592.915,1500965.73,1618176.032,1393529.442,1294447.542,1283008.651,1327311.77,1319801.624,1067464.744,1081276.712,1090695.523,
,1130462.003,1234316.781,1082642.831,1718877.929,1707680.473,1269363.041,1432662.892,1174305.985,1322129.466,1371491.533,1009191.474,1369282.783,1341610.202,1327573.973,1350500.49,1499408.823,1321079.897,1335268.212,1546829.06,1348847.99,1451812.687,1493584.487,1247753.342,1085437.74,1362066.602,1154672.581,1479062.124,1294890.123,1236477.939,1106898.421,1194846.526,1195163.827,1246763.422,1348133.846,1569672.136,1675709.069,1223281.088,1497840.332,1618860.116,1377015.318,1294686.842,1285205.667,1338232.288,1328306.697,1070295.733,1074210.279,1099318.351,
,1170698.321,1241149.172,1064460.107,1715796.213,1747069.247,1262199.95,1435912.73,1152455.215,1336437.729,1387388.19,1035316.938,1379074.146,1322809.784,1332375.777,1370900.946,1524000.308,1337907.134,1335447.986,1538684.428,1341946.852,1461583.644,1435948.663,1246607.479,1121341.539,1367133.706,1166427.77,1513113.672,1313545.271,1243991.482,1107118.201,1213988.895,1172749.041,1228844.048,1354659.207,1550386.328,1703909.143,1228633.448,1476642.552,1618272.484,1352406.326,1301904.577,1291316.937,1367142.592,1334615.133,1082647.377,1073993.136,1111492.688,
,1183725.912,1246046.001,1062002.928,1754250.76,1797080.548,1255751.903,1425846.062,1121975.638,1337624.678,1396233.097,1071517.36,1369365.01,1314463.243,1332047.152,1402996.428,1552141.259,1340702.967,1335427.758,1531288.122,1351520.462,1480177.705,1382793.588,1269187.0,1149103.862,1361508.947,1196882.42,1543407.88,1316862.223,1247793.709,1105404.537,1228355.045,1151289.404,1229283.413,1365317.064,1533715.633,1714578.6,1242185.711,1438246.037,1625653.183,1332677.396,1326464.619,1311305.477,1388356.595,1325647.206,1105718.308,1086158.497,1113577.115,
,1179035.396,1239369.479,1042746.551,1776429.101,1774171.462,1248746.714,1424361.248,1125688.025,1335682.217,1392395.848,1107788.504,1345067.825,1296810.785,1326022.724,1439396.281,1584824.195,1351561.144,1326207.5,1535338.761,1372261.486,1492822.747,1336085.532,1304749.946,1158229.591,1344797.863,1231449.643,1578959.424,1310415.262,1250714.061,1109297.339,1225545.189,1133287.089,1246869.591,1382921.186,1527523.82,1706238.393,1252140.11,1395612.869,1636563.849,1319583.799,1351444.767,1340178.647,1407593.24,1329067.281,1144081.989,1108674.303,1112252.889,
,1211090.776,1265693.461,1016164.226,1822645.266,1777100.042,1241305.052,1407954.825,1120933.237,1331218.876,1377672.137,1130932.119,1316663.463,1284864.169,1318397.521,1465694.017,1605084.822,1364535.358,1319478.135,1538524.901,1408908.162,1499251.657,1288272.222,1333010.59,1149576.991,1314736.411,1258817.323,1603844.802,1301883.857,1269837.23,1127617.95,1218939.758,1118456.267,1264962.689,1397519.501,1538450.298,1680660.591,1256980.886,1359443.811,1637208.077,1323267.188,1381742.418,1364778.358,1436332.61,1337963.784,1188337.193,1130504.375,1116508.621,
